job title,description,company,salary range,url
Data Scientist,"Join our dynamic team as we embark on pioneering advancements in data science and advanced analytics. As a key member, you'll play a crucial role i...",NEW TONE CONSULTING PTE. LTD.,,https://www.jobstreet.com.sg/job/74897654
Senior data management professional - data engineer - events,"Our Events and Transcripts Data team is seeking a Data Engineer to help us drive the data set forward. The team provides our users with complete, a...",Bloomberg Singapore Pte. Ltd.,,https://www.jobstreet.com.sg/job/75204251
Data Engineer (Banking/ Up to $8000),.,Adecco Personnel Pte Ltd.,$5k - $8k per month,https://www.jobstreet.com.sg/job/75222373
Machine Learning Engineer,We are seeking a dynamic Machine Learning Engineer to expand upon a successful proof-of-concept (POC) and launch our flagship product into the mark...,MedMosaic Pte. Ltd.,,https://www.jobstreet.com.sg/job/75112410
Software Developer | Python,This position is responsible for the backend development of applications using Python in the company.,Adecco Personnel Pte Ltd.,$5k - $6k per month + 1 Month AWS + Performance Bonus,https://www.jobstreet.com.sg/job/75216092
Data Scientist,"You will be part of SATS Data Science team responsible for leading the team's operations in providing Analytics, Business Intelligence and AI/ML so...",Country Foods Pte Ltd,,https://www.jobstreet.com.sg/job/74977487
Fullstack Developer,"Responsible for the availability or a regular product increment incorporating new features.
Complete all fundamental tasks for the delivery of new ...",Thales Singapore Pte. Ltd.,,https://www.jobstreet.com.sg/job/75239099
Application and Data Engineer,"The Application and Data Engineer is responsible for for Identifying, designing, and implementing process improvements that include building/re-eng...",BRC GLOBAL ROLLS PTE. LTD.-,,https://www.jobstreet.com.sg/job/75090519
NLP Algorithm Engineer - Marketplace Intelligence and Data,-,SHOPEE SINGAPORE PRIVATE LIMITED,,https://www.jobstreet.com.sg/job/75198101
"Data Architect (3-year contract), IITS","Responsible for requirements analysis, design, development, testing, implementation and maintenance of enterprise-grade analytics system.
Effective...",Singapore Management University,,https://www.jobstreet.com.sg/job/75098429
[Tech Cooperative Internship] Data Science Intern (6 months),The Data department oversees all of Agoda s data-related requirements. Our ultimate goal is to enable and increase the use of data in the company t...,Agoda Company Pte. Ltd,,https://www.jobstreet.com.sg/job/74836171
Big Data Engineer (Libra) - Data Platform,"Libra is a large-scale online one-stop A/B testing platform developed by TikTok Data Platform .
Provide experimental evaluation services for all pr...",TIKTOK PTE. LTD.,,https://www.jobstreet.com.sg/job/75039414
Professional Officer (All Levels) in (Generative AI) (SPICE),"Experienced in developing machine learning and generative AI solutions for deployment into production.
Strong proficiency in Python and AI framewor...",Singapore Institute of Technology,,https://www.jobstreet.com.sg/job/75098420
Junior Data Scientist,"Junior Data Scientist(JDS) is responsible for supporting Data Science team between business requirements and expectations as shared by business, ri...",Maybank,,https://www.jobstreet.com.sg/job/74864935
Research Fellow (Climate change and crop modelling),"1. Strong proficiency in written and spoken communication skills and able to present results individually and/or in teams.
2. Demonstrated ability ...",Yale-NUS College,,https://www.jobstreet.com.sg/job/75368001
Data Scientist Intern,"Be involved in one of most innovative project done in shipping lines, related to analytics. The intern will have the opportunity to support all the...",One Tech Stop Pte. Ltd.,,https://www.jobstreet.com.sg/job/74839106
"Director, Data Science & AI (ID: 600414)","Lead in the research & development, strategy, architecting, planning and delivery of data science capabilities.",PERSOLKELLY Singapore Pte Ltd (Formerly Kelly Services Singapore Pte Ltd),"$17,000 – $25,000 per month",https://www.jobstreet.com.sg/job/74853149
"Backend Engineer (Machine Learning Systems), TikTok Large Model Platform",The Applied Machine Learning - Machine Learning (ML) Systems team provides End to End (E2E) machine learning experience and machine learning resour...,TIKTOK PTE. LTD.,,https://www.jobstreet.com.sg/job/75109356
Data Scientist,"To be successful in this role you will need  
The following technical skills and experience
  A Masters/Ph.D. in a technical field
  Strong foundat...",Danone Specialized Nutrition (Singapore) Private Limited,,https://www.jobstreet.com.sg/job/74860835
AI Engineer / Senior AI Engineer (Innovation) for AI Singapore,"We are expanding our team to meet the growing demand for AI solutions and talent in the market. Since our inception in 2017, we have established a ...",Yale-NUS College,,https://www.jobstreet.com.sg/job/75369003
AI Engineer / Senior AI Engineer (Innovation) for AI Singapore,AI Engineer / Senior AI Engineer (Innovation) for AI Singapore,National University of Singapore,,https://www.jobstreet.com.sg/job/75128864
Internship - Digitalization / AI Project for Academy,"Does this sound like just the right challenge for you? If so, we look forward to getting to know you!",Infineon Technologies,,https://www.jobstreet.com.sg/job/75191836
Monitoring Engineer Intern - Engineering Infra (Summer 2024),-,SHOPEE SINGAPORE PRIVATE LIMITED,,https://www.jobstreet.com.sg/job/75199737
"Big Data Engineer Intern, Ads Data - 2024 Start - Singapore","TikTok is the leading destination for short-form mobile video. At TikTok, our mission is to inspire creativity and bring joy. TikTok's global headq...",TIKTOK PTE. LTD.,,https://www.jobstreet.com.sg/job/75083230
"AI/ML - Siri Language Engineer, Siri & Information Intelligence","Imagine what you could do here! At Apple, new ideas have a way of becoming phenomenal products, services, and customer experiences very quickly. Br...",Apple Inc.,,https://www.jobstreet.com.sg/job/75139983
"Intern I4.0 Analyst - Smart MFG & AI, Procurement","You will work with a team of Senior I4.0 Analyst, Data Scientist and Data Engineers, making an important contribution to the design, analysis, and ...",MICRON SEMICONDUCTOR ASIA OPERATIONS PTE LTD,,https://www.jobstreet.com.sg/job/75097734
Machine Learning Engineer (Architect) - Applied AI,"TikTok is the leading destination for short-form mobile video. At TikTok, our mission is to inspire creativity and bring joy. TikTok's global headq...",TIKTOK PTE. LTD.,,https://www.jobstreet.com.sg/job/75030117
Junior Data Scientist,Data scientist with at least 2 years of hands-on experience.,Manpower Staffing Services (S) Pte Ltd - Head Office,"$4,000 – $4,500 per month",https://www.jobstreet.com.sg/job/74857083
"VP/AVP, Big Data Engineer, Data Technology, Technology and Operations",Refer a friend Submit a candidate's profile,DBS Bank Limited,,https://www.jobstreet.com.sg/job/75202725
Senior data engineer / developer - trading technology,"You'll be working at the intersection of trading and technology to transform markets around the world.
Requirements
  Have 2-9 years of work experi...",Hunter Bond,,https://www.jobstreet.com.sg/job/75108454
ML Engineer,"Conduct reviews for compliance of the ML models in accordance with overall platform governance principles such as versioning, data / model lineage,...",Unison Consulting Pte. Ltd.,,https://www.jobstreet.com.sg/job/75008151
Research Assistant (Software Research Engineer - HRPC),"We are seeking a Software Research Engineer who will play a key role in assisting in the development, execution and maintenance of the centre s dat...",Yale-NUS College,,https://www.jobstreet.com.sg/job/75368723
Data Scientist - Applied AI | Data Solution,"TikTok is the leading destination for short-form mobile video. At TikTok, our mission is to inspire creativity and bring joy. TikTok's global headq...",TIKTOK PTE. LTD.,,https://www.jobstreet.com.sg/job/74872230
Data Scientist,"
A world leading logistics group and supply chain that operates on a cutting-edge analytics platform is recruiting a Data Scientist.",Hays Specialist Recruitment Pte Ltd,,https://www.jobstreet.com.sg/job/74836592
AVP - Data Scientist (MLops),"A leading financial and asset management organisation is recruiting a Data Scientist (AVP)
",Hays Specialist Recruitment Pte Ltd,,https://www.jobstreet.com.sg/job/74836570
Data Scientist - Applied AI,TikTok is the leading destination for short-form mobile video. Our mission is to inspire creativity and bring joy. TikTok has global offices includ...,TIKTOK PTE. LTD.,,https://www.jobstreet.com.sg/job/74906579
"Big Data Engineer, TikTok",The mission of the Data Platform Singapore Business Partnering (DPSG BP) team is to empower the TikTok Business with data. Our goal is to build a D...,TIKTOK PTE. LTD.,,https://www.jobstreet.com.sg/job/75028734
Senior Data Engineer,"The Senior Data Engineer will be part of data engineering team which is creating, maintaining, scaling, and improving the enterprise data platform ...",PLOY ASIA PTE. LTD.,,https://www.jobstreet.com.sg/job/75140501
"Data Scientist, Strategic Programme 4A","Data Scientist (DS) is responsible for end-to-end ML model development, approval, deployment, monitoring and validation process that meets MAS requ...",Maybank,,https://www.jobstreet.com.sg/job/74864811
"Manager, AI Engineering","Our services span from strategic advisory through to digital, data and AI delivery. Our focus is on harnessing disruptive innovation to unlock econ...",Temus Pte. Ltd.,,https://www.jobstreet.com.sg/job/75101296
"Data Engineer, Quantitative Strategy","We are seeking a Data Engineer to join our Quantitative Strategy team, to be sited with one of our Agency Data Science/Engineering Teams.
As a Data...",Government Technology Agency of Singapore (GovTech),,https://www.jobstreet.com.sg/job/75014577
AI/ML Engineer,"Our services span from strategic advisory through to digital, data and AI delivery. Our focus is on harnessing disruptive innovation to unlock econ...",Temus Pte. Ltd.,,https://www.jobstreet.com.sg/job/75089512
Data Analyst (SQL | Phyton | Data Science| Petrochemical | Oil & Gas) - West,"Collaborate with the cross functional teams to comprehend department, individual data requirements, use-case specific.",Talent Trader Group Pte Ltd,,https://www.jobstreet.com.sg/job/74807776
Data Scientist (Clinical),"The Data Scientist role is to help the team in driving and maintaining a shared platform for clinical and genomic data recording and analysis, as w...",National Cancer Centre Singapore Pte Ltd,,https://www.jobstreet.com.sg/job/74905247
Lead AI Engineer,This role will play a critical part in the Data Science workstream within the Analytics Centre of Excellence (CoE). The role is responsible for pro...,Prudential (WM Group- Linda Quah),,https://www.jobstreet.com.sg/job/75102085
[LTA-RAOM] DATA SCIENTIST / DATA ANALYTICS ENGINEER (PAM&M),"You will work closely with teams from different disciplines within LTA, rail operators, system manufacturers on the data and interfaces of rail ass...",Public Service Division,,https://www.jobstreet.com.sg/job/74838127
"Data Scientist, Global LIVE - Strategy","1. Responsible for data science work related to the product and operation strategy of TikTok LIVE.
2. Analyse business data in different markets, f...",TIKTOK PTE. LTD.,,https://www.jobstreet.com.sg/job/74970458
Assistant System Analyst/ System Analyst,Analyze machine data and perform statistical process control (SPC) analysis.,Singapore Epson Industrial Pte Ltd,"$2,800 – $3,500 per month",https://www.jobstreet.com.sg/job/75089855
Data Engineer,"As a Data Engineer assigned to the Test/Product Department, you will be working with various internal teams to develop Smart Engineering solutions ...",ASE Singapore Pte Ltd,,https://www.jobstreet.com.sg/job/74896842
"Manager/Assistant Manager, AI Office (2-year contract)",You support the CGH Artificial Intelligence and Digital (AID) Committee and CGH Chief Data and Digital Officer (CDDO) on administrative matters.,Changi General Hospital,,https://www.jobstreet.com.sg/job/75111616
"Big Data Engineer, Data Platform","As a data engineer in the data platform team, you will have the opportunity to build, optimize and grow one of the largest data platforms in the wo...",TIKTOK PTE. LTD.,,https://www.jobstreet.com.sg/job/75028438
Analyst - procurement,"You will work with a team of Senior I4.0 Analyst, Data Scientist and Data Engineers, making an important contribution to the design, analysis, and ...",MICRON SEMICONDUCTOR ASIA OPERATIONS PTE LTD,,https://www.jobstreet.com.sg/job/75232887
Lecturer - Data Engineering [ITE College West],"As a Lecturer, your contributions go beyond teaching and facilitating learning. You will play a critical role in recognising and nurturing your stu...",Public Service Division,,https://www.jobstreet.com.sg/job/75035122
Hiring for Big data Consultant,"  Perform necessary aggregations, ranking data using window functions, removing duplicates from source data with spark over the extracted data whic...",Path Infotech Pte Ltd,,https://www.jobstreet.com.sg/job/75074229
Data Engineer Intern - 6 months,The person will join the Data Engineering Team in Singapore and will learn and gain insights on how raw data is being processed into something usef...,Gunvor Singapore Pte Ltd,,https://www.jobstreet.com.sg/job/74967069
Data Science Consultant,"By combining data science fluency with a strong customer focus and consultancy mind-set, you will play a crucial role in ensuring that analytical r...",FEATURESPACE PTE. LTD.,,https://www.jobstreet.com.sg/job/74775116
AI Engineer,"Support the production of scalable and optimised AI or machine learning (ML) models.
Focus on building algorithms for the extraction, transformatio...",ANTCHAIN TECHNOLOGY PTE. LTD.,,https://www.jobstreet.com.sg/job/74931503
AI/ML Architect,"Join our rapidly expanding Research & Development team, where we lead the exploration, adaptation, and implementation of the latest advancements in...",Section Pte. Ltd.,,https://www.jobstreet.com.sg/job/75101324
Intern - AI & Automation,"  Assist with the setup of our AI & Automation Centre of Excellence
  Particpate in the design and training of coversational agents / chatbots, as ...",Singapore Post Limited,,https://www.jobstreet.com.sg/job/75369000
LLM algorithm research scientist （Code AI）,TikTok is the leading destination for short-form mobile video. Our mission is to inspire creativity and bring joy. TikTok has global offices includ...,TIKTOK PTE. LTD.,,https://www.jobstreet.com.sg/job/75368559
LLM platform R&D engineer - AI Innovation Center,TikTok is the leading destination for short-form mobile video. Our mission is to inspire creativity and bring joy. TikTok has global offices includ...,TIKTOK PTE. LTD.,,https://www.jobstreet.com.sg/job/75318369
AI Project Manager (6 Months Contract),"We are looking for an AI Project Manager on a 6 month contract basis. There is a possibility of further extension depending on business needs.
Role...",ARGYLL SCOTT CONSULTING PTE. LTD.,,https://www.jobstreet.com.sg/job/75332513
Marketing AI Executive,"A Marketing (AI) Executive is responsible for leveraging AI technologies to enhance marketing strategies, campaigns and overall customer experiences.",Superpets Trading Pte Ltd,"$2,500 – $3,500 per month",https://www.jobstreet.com.sg/job/75328596
AI Product Counsel,"About ByteDance ByteDance will be prioritizing applicants who have a current right to work in Singapore, and do not require ByteDance sponsorship o...",BYTEDANCE PTE. LTD.,,https://www.jobstreet.com.sg/job/75329643
"Senior Manager, New Ventures (Venture Building) - AI","We are looking for individual(s) experienced with AI project development/ implementation, to join us as a venture builder at a Senior Manager senio...",Public Service Division,,https://www.jobstreet.com.sg/job/75342681
"AI Development Expert, Generative AI, SAP Singapore","As an AI Development Expert, you will work together with a team of dedicated experts including AI scientists, data engineers, dev-ops engineers, an...",SAP Asia Pte Ltd,,https://www.jobstreet.com.sg/job/75329628
Research Fellow for AI Singapore (Research),Research Fellow for AI Singapore (Research),National University of Singapore,,https://www.jobstreet.com.sg/job/75323298
AI Engineer (Remote),We are seeking a talented AI Engineer with expertise in LLMs on a 2 year contract basis to help in revolutionizing the way people interact with tec...,Tech In Asia,,https://www.jobstreet.com.sg/job/75287932
System Architect (AI Sub-system),Participate and lead in the system solution design of next generation multi-core multi-chip AI sub-system that scales beyond 1000s TOPS for high pe...,Renesas Electronics Singapore Pte. Ltd.,,https://www.jobstreet.com.sg/job/75293491
Hardware Architect (AI Sub-system),"We are seeking a talented and motivated Hardware Architect (AI Sub-system) to join our R&D team to own, define, and drive exploration and design of...",Renesas Electronics Singapore Pte. Ltd.,,https://www.jobstreet.com.sg/job/75293522
Product Operation Manager - AI/LLM Operation,"TikTok will be prioritizing applicants who have a current right to work in Singapore, and do not require TikTok sponsorship of a visa. TikTok is th...",TIKTOK PTE. LTD.,,https://www.jobstreet.com.sg/job/75276823
Senior Executive / Assistant Programme Manager for AI Singapore (Innovation),AI Singapore is sourcing for an individual to join the AI Innovation team as an Assistant Programme Manager / Senior Executive. The Assistant Progr...,Yale-NUS College,,https://www.jobstreet.com.sg/job/75287745
Systems Engineer | AI-HPC,"- Be involved in complex architectural design and development of AI-HPC infrastructure.
- Ensures completeness and compatibility of the technical i...",NovaGlobal Pte Ltd,,https://www.jobstreet.com.sg/job/75206960
Gen AI Developer,Hiring Gen-AI Developer,Aquis Search Pte Ltd,,https://www.jobstreet.com.sg/job/75198844
Product Manager (Content Safety) - AI Innovation Business,We are seeking a senior product manager with a focus on community safety. This role requires a deep understanding of industry and user needs to ens...,BYTEDANCE PTE. LTD.,,https://www.jobstreet.com.sg/job/75239279
Research Fellow (AI Finance),"- Experience of conducting interdisciplinary research. Relevant experience in international finance, public finance, and econometrics would be a pl...",Yale-NUS College,,https://www.jobstreet.com.sg/job/75369823
Internship - Enhance Reports & Process via Automation AI,"Does this sound like just the right challenge for you? If so, we look forward to getting to know you!",Infineon Technologies,,https://www.jobstreet.com.sg/job/75191081
AI Engineer - Marketplace Intelligence and Data,-,SHOPEE SINGAPORE PRIVATE LIMITED,,https://www.jobstreet.com.sg/job/75196183
Principle Anti-Fraud AI Engineer - Search & Recommendation,-,SHOPEE SINGAPORE PRIVATE LIMITED,,https://www.jobstreet.com.sg/job/75185505
Software Engineer (AI Sub-system),We are seeking a talented and motivated Software Engineer (AI Sub-system) to join our R&D team to support the exploration and design of our next ge...,Renesas Electronics Singapore Pte. Ltd.,,https://www.jobstreet.com.sg/job/75144816
Senior Executive / Assistant Programme Manager for AI Singapore (Innovation),Senior Executive / Assistant Programme Manager for AI Singapore (Innovation),National University of Singapore,,https://www.jobstreet.com.sg/job/75184763
Senior Executive / Assistant Programme Manager for AI Singapore (Innovation),AI Singapore is sourcing for an individual to join the AI Innovation team as an Assistant Programme Manager / Senior Executive. The Assistant Progr...,Yale-NUS College,,https://www.jobstreet.com.sg/job/75367439
Technology Sales Specialist - Data & AI,"A Technology Sales Specialist role (what we internally call a,  Brand Sales Specialist ) in IBM s Data & AI brand means accelerating enterprises  s...",IBM SERVICES TALENT DELIVERY PTE. LTD.,,https://www.jobstreet.com.sg/job/75176050
"Technology Sales - Brand Partner Specialist, Data & AI","Engaging directly with partners and their clients in support of high value engagements and opportunities, you will augment partner and client engag...",IBM SERVICES TALENT DELIVERY PTE. LTD.,,https://www.jobstreet.com.sg/job/75202758
HR Officer – AI and Robotics Company,"About Us: We are a leading AI and robotics company at the forefront of technological innovation, dedicated to creating cutting-edge solutions that ...",DCONSTRUCT ROBOTICS PTE. LTD.,,https://www.jobstreet.com.sg/job/75167082
AI compiler Engineer (AI Sub-system),"We are seeking a talented and motivated AI compiler Engineer (AI Sub-system) to join our R&D team to own, define, and drive exploration and design ...",Renesas Electronics Singapore Pte. Ltd.,,https://www.jobstreet.com.sg/job/75144875
Senior AI Engineer (Technical Documentation and Community Engagement) (Products),Senior AI Engineer (Technical Documentation and Community Engagement) for AI Singapore (Products),National University of Singapore,,https://www.jobstreet.com.sg/job/75133185
Research Fellow for AI Singapore (Research),The programme office is hosted by the National University of Singapore (NUS) and brings together all Singapore-based research institutions and the ...,Yale-NUS College,,https://www.jobstreet.com.sg/job/75367969
"Field Engineering, Generative AI Product Specialist","You have expertise in Data Science, Machine Learning, Generative AI, NLP and Computer Vision and expertise in using PySpark and SQL. You will excel...",Databricks,,https://www.jobstreet.com.sg/job/75109324
Software Engineer / Automated Vision Equipment / Kallang,Carry out Research & Development in Image Processing / Computer Vision Algorithm for automated optical inspection systems,WORKSTONE PTE. LTD.,"$4,500 – $6,000 per month",https://www.jobstreet.com.sg/job/75328315
Full-stack Software Developer for AI Chatbot Startup,We're looking for talented and motivated junior to mid-level software engineers who are looking to challenge and improve themselves while building ...,BotDistrikt,,https://www.jobstreet.com.sg/job/75105797
"OpenShift Sales Specialist (AI), APAC",The OpenShift Sales Specialist for AI assumes a pivotal role in providing expert sales support for the seamless execution of Go-To-Market (GTM) str...,Red Hat Asia Pacific Pte Ltd,,https://www.jobstreet.com.sg/job/75090003
AI Software Engineer,Pensees R&D team is searching for an outstanding software engineer to build the AIGC framework of the future. Join us in developing the AIGC platfo...,Pensees Pte Ltd,,https://www.jobstreet.com.sg/job/75050050
Professional Officer (All Levels) in (Generative AI) (SPICE),-,Singapore Institute of Technology,,https://www.jobstreet.com.sg/job/75078616
"Director, Smart Manufacturing & AI- Finance & Cost","Work at the intersection of Finance, Manufacturing, Procurement & Supply chain to drive initiatives such as inventory management, improve COGS, etc...",MICRON SEMICONDUCTOR ASIA OPERATIONS PTE LTD,,https://www.jobstreet.com.sg/job/75106837
Solution Architect - Data & AI,We are seeking a highly skilled and experienced Solution Architect   Data Analytics for AWS to join our team and play a crucial role in designing a...,SoftwareONE Pte Ltd,,https://www.jobstreet.com.sg/job/75097792
Postdoctoral Associate / Research Scientist (Designing human-AI teams) (CS),The M3S programme aims to promote the use of AI and machines for practical applications through an intersectional approach.,Singapore-MIT Alliance for Research and Technology Centre,,https://www.jobstreet.com.sg/job/75063869
"Computer Vision Research Scientist, Intelligent Creation",About Tiktok TikTok is the leading destination for short-form mobile video. Our mission is to inspire creativity and bring joy. TikTok has global o...,TIKTOK PTE. LTD.,,https://www.jobstreet.com.sg/job/75318214
Data Engineer - Applied AI,"TikTok is the leading destination for short-form mobile video. At TikTok, our mission is to inspire creativity and bring joy. TikTok's global headq...",TIKTOK PTE. LTD.,,https://www.jobstreet.com.sg/job/75048739
Research Engineer (Designing human-AI teams) (CS),The M3S programme aims to promote the use of AI and machines for practical applications through an intersectional approach.,Singapore-MIT Alliance for Research and Technology Centre,,https://www.jobstreet.com.sg/job/75064370
Postdoctoral Associate / Research Scientist (Designing human-AI teams) (SS),The M3S programme aims to promote the use of AI and machines for practical applications through an intersectional approach.,Singapore-MIT Alliance for Research and Technology Centre,,https://www.jobstreet.com.sg/job/75064209
Research Engineer (Designing human-AI teams) (SS),The M3S programme aims to promote the use of AI and machines for practical applications through an intersectional approach.,Singapore-MIT Alliance for Research and Technology Centre,,https://www.jobstreet.com.sg/job/75064510
Senior Engineer/Tech Lead for AI Singapore (AI Products),"The Senior Engineer/Tech Lead will be expected to provide technical leadership, drive collaboration with cross-functional teams within AI Products ...",Yale-NUS College,,https://www.jobstreet.com.sg/job/75370048
"Health Solution Partner, AI","Responsible for onboarding customers to new operating model platforms
(e.g., Digital Engagement Portal)
Knowledgeable of customer preferences for c...",Pfizer Pte Ltd,,https://www.jobstreet.com.sg/job/75068284
Natural Language Processing Engineer for AI Singapore (Products),"We are looking for an AI Engineer to perform development and engineering work for NLP products under AI Singapore.
Duties & Responsibilities
  Deve...",Yale-NUS College,,https://www.jobstreet.com.sg/job/75369123
Associate Professor (Engineering Systems and Design Pillar),"The Singapore University of Technology and Design (SUTD) has topped the list of emerging engineering schools (MIT report, 2018) and possesses a uni...",SUTD (Singapore University of Technology & Design),,https://www.jobstreet.com.sg/job/75367775
Senior Research Fellow (AI & Tech),"Applications are invited for a Senior Research Fellow position in the Centre for International Law (CIL), National University of Singapore. This is...",Yale-NUS College,,https://www.jobstreet.com.sg/job/75368553
"Senior Software Engineer, Data Quality Engineering, Google Geo","Google's software engineers develop the next-generation technologies that change how billions of users connect, explore, and interact with informat...",Google Inc.,,https://www.jobstreet.com.sg/job/75375244
"Director, Product Management (AI)","Develop and drive the product vision, strategy, and roadmap for AI-driven products in the cryptocurrency and blockchain industry.
Conduct in-depth ...",Crypto,,https://www.jobstreet.com.sg/job/75023897
"Research Engineer (1-year contract), SCIS","Minimum one year of relevant research experience in deep learning or operations research
Proficiency in programming languages such as Python is req...",Singapore Management University,,https://www.jobstreet.com.sg/job/75381104
Programme Manager for AI Singapore,AI Singapore is sourcing for an individual to join the Core team as a Programme Manager. The Programme Manager will assist the Director of Planning...,Yale-NUS College,,https://www.jobstreet.com.sg/job/75368124
Platforms Engineer (MLOps) for AI Singapore,Platforms Engineer (MLOps) for AI Singapore,National University of Singapore,,https://www.jobstreet.com.sg/job/75017244
AI Software Engineer,"At least 2 years of Experience in developing Vision AI applications, i.e. object detection & classification, object segmentation, computer vision a...",CYNAPSE PTE. LTD.,,https://www.jobstreet.com.sg/job/75002826
"Manager/Assistant Director (RPA specialist), Data Governance & Transformation","The candidate will work in the Data Governance and Transformation Department under DGO. They will design, develop, and implement automation solutio...",Public Service Division,,https://www.jobstreet.com.sg/job/75381200
Solution Architect - Data & AI - Industry Solutions,"The D&AI Solution Architect works with customer to deliver high ROI solutions with a focus on modern data platforms, analytics, machine learning & ...",Microsoft,,https://www.jobstreet.com.sg/job/74992913
Professional Officer (All Levels) in Diagnostic Radiography,-,Singapore Institute of Technology,,https://www.jobstreet.com.sg/job/75375587
Robotics Researcher - AI and Robotics Company,"About Us: We are a leading AI and robotics company at the forefront of technological innovation, dedicated to creating cutting-edge solutions that ...",DCONSTRUCT ROBOTICS PTE. LTD.,,https://www.jobstreet.com.sg/job/74969866
Video Analytics System Support,"6. The System Support shall have experience in VA or similar project management.
7. Experience in VA system management or equivalent role.
8. Exper...",MTS SYSTEMS ENGINEERING PTE. LTD.,,https://www.jobstreet.com.sg/job/75331528
Identity Verification (KYC) Algorithm Engineer - Marketplace Intelligence & Data,-,SHOPEE SINGAPORE PRIVATE LIMITED,,https://www.jobstreet.com.sg/job/75270563
Hardware Engineer - AI and Robotics Company,"About Us: We are a leading AI and robotics company at the forefront of technological innovation, dedicated to creating cutting-edge solutions that ...",DCONSTRUCT ROBOTICS PTE. LTD.,,https://www.jobstreet.com.sg/job/74969889
Generative AI Engineer - J44192,Generative AI Engineer with keen interest in nation-wide initiatives.,ScienTec Consulting Pte Ltd,,https://www.jobstreet.com.sg/job/74942894
Research Fellow (AI Ethics in Healthcare),The Centre for Biomedical Ethics (CBmE) was established in September 2006 in the Yong Loo Lin School of Medicine through a generous gift by the Che...,Yale-NUS College,,https://www.jobstreet.com.sg/job/75369424
Research Assistant / Research Associate in AI and Machine Learning,We are seeking a Research Assistant / Research Associate with a strong background in AI and machine learning to join our dynamic team. Successful c...,Yale-NUS College,,https://www.jobstreet.com.sg/job/75368320
Algorithm engineer ecommerce knowledge,"TikTok will be prioritizing applicants who have a current right to work in Singapore, and do not require TikTok's sponsorship of a visa. TikTok is ...",TIKTOK PTE. LTD.,,https://www.jobstreet.com.sg/job/75238013
Tech Trainer - AI and Robotics Company,Job Description: We are looking for an enthusiastic Technical Trainer to educate people in the technological field of AI and Robotics. You will dev...,DCONSTRUCT ROBOTICS PTE. LTD.,,https://www.jobstreet.com.sg/job/74970088
Algorithm Engineer - Search & Recommendation (Campus Recruitment 2024),-,SHOPEE SINGAPORE PRIVATE LIMITED,,https://www.jobstreet.com.sg/job/75270135
AI Researcher,"Identify and develop core data and AI science components for the delivery of projects, architect specialised database and computing environments, e...",ANTCHAIN TECHNOLOGY PTE. LTD.,,https://www.jobstreet.com.sg/job/74931682
Finance Manager - AI and Robotics Company,"About Us: We are a leading AI and robotics company at the forefront of technological innovation, dedicated to creating cutting-edge solutions that ...",DCONSTRUCT ROBOTICS PTE. LTD.,,https://www.jobstreet.com.sg/job/74970386
Senior AI Engineer/Scientist,We are looking for candidates to fulfil a role in AI Team as Engineer/ Senior Engineer. He/ She will be part of a dynamic team involved in deployin...,Hendricks Corp,,https://www.jobstreet.com.sg/job/74961510
Senior Machine learning Platform Engineer - Paid Ads,-,SHOPEE SINGAPORE PRIVATE LIMITED,,https://www.jobstreet.com.sg/job/75197939
Senior AI or AI Software Engineer,Pensees R&D team is searching for an outstanding software engineer to build the AIGC framework of the future. Join us in developing the AIGC platfo...,Pensees Pte Ltd,,https://www.jobstreet.com.sg/job/74938422
Software Engineer (Vision),"- Major Manufacturing MNC in Singapore
- Newly Created role
- Key Innovation Role",Hudson Global Resources ( HQ ),to be advised,https://www.jobstreet.com.sg/job/75159616
Data Scientist - Applied AI (DCC),"TikTok is the leading destination for short-form mobile video. At TikTok, our mission is to inspire creativity and bring joy. TikTok's global headq...",TIKTOK PTE. LTD.,,https://www.jobstreet.com.sg/job/74906646
AI Engineer,"As an AI/ML Engineer at LTS, you will play a crucial role in developing and enhancing our AI-driven products and services. We're seeking a talented...",LAWNET TECHNOLOGY SERVICES PTE. LTD.,,https://www.jobstreet.com.sg/job/74897670
"Head of Global AI Data Service and Operations, Partnership Management","About TikTok TikTok is the leading destination for short-form mobile video. At TikTok, our mission is to inspire creativity and bring joy. TikTok's...",TIKTOK PTE. LTD.,,https://www.jobstreet.com.sg/job/74938354
Presales Solution Architect (Data & AI),"At least 5 years of experience in a solution architect role, focusing on data technologies, with some exposure to AI or a strong interest in develo...",T-Systems Singapore Pte Ltd,,https://www.jobstreet.com.sg/job/74904435
AI Project Manager,"2. At least 5 years of work experience in AI project management
3. Hold PMP certificate, Scrum master certificate are pefered
4. Excellent facilita...",AIGEL TECHNOLOGIES PTE. LTD.,,https://www.jobstreet.com.sg/job/74900766
MLOps Engineer,"In this role, you will be part of the AI & Cloud Engineering (ACE) Division and MLOps team. We are developing a comprehensive AI strategy that deli...",Renesas Electronics Singapore Pte. Ltd.,,https://www.jobstreet.com.sg/job/75112952
Algorithm Engineer Intern - Search & Recommendation (Summer 2024),-,SHOPEE SINGAPORE PRIVATE LIMITED,,https://www.jobstreet.com.sg/job/75190371
Senior Engineering Manager (AI/ML),"As the Senior Engineering Manager, you'll be at the helm of a team of skilled developers, driving the creation of innovative products that leverage...",Zopim Technologies Pte Ltd,,https://www.jobstreet.com.sg/job/74927675
