company_name,recruiter_name,job_title,location,employment_type,job_level,job_function,salary_lower,salary_upper,salary_period,num_applications,posted_date,address,experience,closing_date,job_description,Salary
OPTIMUM SOLUTIONS (SINGAPORE) PTE LTD,,Communication Specialist [Tech / AI focus],East,Contract,Executive,Marketing / Public Relations,5600,6600,Monthly,10,22 Mar 2024,"PLAZA 8 @ CBP, 1 CHANGI BUSINESS PARK CRESCENT 486025",5.0,21 Apr 2024,"Roles & Responsibilities
This is a 12-months contractual position.

You will be working on Cross-functional external communications. Acting as a trusted Communications advisor focusing on advancing and protecting the image and repuation of the company and helping to meet the corporate and business objectives.
You will collaborate across local, regional and global teams to share stories in new, creative ways to build innovation and trust credentials for the company's brand.
Enhance the company's thought leadership in AI, cloud and security through campaigns that create momentum for the company's commercial and consumer offerings.
You will reach out to relevant audiences by broadening the media and influencer mix, while leveraging owned channels and earned media in creative ways. You will drive global and local company moments through storytelling opportunities that use data and insights, and feature local customer innovation.
As a trusted communications advisor you will always be working on Employee and Executive Communications, sharing the company's vision and values through employee and executive communications and events.
You will collaborate internally with key stakeholders and senior leaders to drive an over-arching cadence of communications and programs to employees to inform, educate, and align them on strategic priorities
Requirements:
At least 5 years of communication (internal & external) experience either in a PR agency or in-house. Prior Technology exposure would be an advantage but not required
Effective writing skills
Industry knowledge of/or passion for AI would be an advantage",5600-6600 Monthly
HPC AI TECHNOLOGY PTE. LTD.,,Senior AI system engineer,South,Full Time,Senior Executive,Engineering,10000,18000,Monthly,10,22 Mar 2024,"Ascent, 01-08 2 Science Drive 118222",,21 Apr 2024,"Roles & Responsibilities
Responsibilities:
Develop distributed artificial intelligence systems and deploy them on large-scale clusters or clouds.
Develop and optimize algorithm systems from specific scenarios and problems, and produce solutions applied to the scenarios.
Participate in the integration design and optimization of artificial intelligence technology and existing tools to improve product performance.
Write high-quality scientific papers and have the opportunity to serve as the first author of important papers.
Requirements:
Proficient in TensorFlow/PyTorch, Ray/DeepSpeed/NVIDIA Megatron/Colossal-AI, and familiar with the internal operating mechanisms of these systems.
Familiar with various optimization algorithms and model architectures, proficient in Python or C++ optimization algorithm libraries, including various classical algorithms and models based on gradients (BERT, GPT-3, Swin Transformer, ViT, MLP-Mixer).
Familiar with SaaS, architecture, compilers, networks, CUDA, and other related knowledge or have relevant project experience.
Strong programming and engineering implementation abilities. Those who have won programming competition awards or published high-quality papers will be given priority in recruitment.
Bachelor's degree or above from 211, 985, or overseas well-known universities, majoring in computer science, software engineering, electronic information, automation, mathematics, physics, or other artificial intelligence-related majors.",10000-18000 Monthly
HPC AI TECHNOLOGY PTE. LTD.,,AI Engineer,South,Full Time,Fresh/Entry Level,Engineering,7000,10000,Monthly,60,22 Mar 2024,"Ascent, 01-08 2 Science Park Drive 118222",,21 Apr 2024,"Roles & Responsibilities
Key Responsibilities:
Design and develop AI systems(i.e. training acceleration framework, inference speedup framework or integration of framework) that meet business requirements, including natural language processing, computer vision, machine learning, and deep learning algorithms.
Analyze and evaluate existing AI systems and propose improvements for increased performance, accuracy, and scalability.
Collaborate with cross-functional teams, including software engineers, data scientists, and product managers, to integrate AI solutions into existing products and services.
Stay up-to-date with the latest AI technologies and research, and evaluate their potential impact on our business and industry.
Ensure that all AI systems are secure, reliable, and scalable, and comply with regulatory requirements.
Develop and maintain documentation and user guides for AI systems.

Requirements:
Proficient in TensorFlow/PyTorch, Ray/DeepSpeed/NVIDIA Megatron/Colossal-AI, and familiar with the internal operating mechanisms of these systems.
Familiar with various optimization algorithms and model architectures, proficient in Python or C++ optimization algorithm libraries, including various classical algorithms and models based on gradients (BERT, GPT-3, Swin Transformer, ViT, MLP-Mixer).
Familiar with SaaS, architecture, compilers, networks, CUDA, and other related knowledge or relevant project experience.
Strong programming and engineering implementation abilities. Those who have won programming competition awards or published high-quality papers will be given priority in recruitment.
Bachelor's degree or above from 211, 985, or overseas well-known universities, majoring in computer science, software engineering, electronic information, automation, mathematics, physics, or other artificial intelligence-related majors.",7000-10000 Monthly
SAP ASIA PTE. LTD.,,"Associate AI Scientist / AI Scientist – Artificial Intelligence, SAP Labs Singapore",South,Permanent,Executive,Information Technology,6000,9000,Monthly,34,22 Mar 2024,"MAPLETREE BUSINESS CITY, 30 PASIR PANJANG ROAD 117440",,21 Apr 2024,"Roles & Responsibilities
*SAP will be prioritizing candidates with full working rights in Singapore.*

About SAP
A market leader in end-to-end business application software, SAP helps more than 425,000 customers worldwide work together more efficiently. We know that a diverse and inclusive workforce keeps us competitive and provides opportunities for all. We believe that together we can transform industries, grow economics, lift societies, and sustain our environment. Because it’s the best-run businesses that make the world run better and improve people’s lives. At SAP, we build breakthroughs, together.

About SAP Labs Singapore
SAP Labs Singapore is the 20th engineering hub in the SAP Labs Network and is the newest innovation hub at SAP that drives product leadership, fosters the best talent, and aims to boost ecosystem and community engagement with a variety of initiatives.

SAP Labs Singapore has the ambition to expand significantly and become the Embedded Artificial Intelligence Hub for SAP, leveraging on core competencies in the current teams.

Your future team
Artificial Intelligence team as part of SAP Labs Singapore has experienced professionals taking on challenges posed by the SAP customers. Based in Singapore, you will have the opportunity to work on breakthrough projects addressing real-world problems, challenging norms with some of the SAP’s key customers. As part of the global product engineering team, you will participate in rich and engaging conversations with experts around the globe.
SAP Labs Singapore provides an open, modern working environment and the opportunity to become part of the global SAP engineering community.

Purpose and objectives
As an Associate AI Scientist / AI Scientist, you will work together with a team of dedicated experts including AI developers, data engineers, dev-ops engineers, and architects with a single goal of building the best-in-class AI products. You will work against fixed timelines and your success will be measured by the ability to deliver solutions matching the performance of top-notch artificial intelligence systems.
Applicants with relevant experience may be considered for AI Scientist role.

Expectations and tasks
Your tasks include:
Push the frontiers of what is possible in the area of artificial intelligence and machine learning so as to create new solutions
Explore, understand, and implement most recent technologies and approaches for data science problems
Comfortably handle multi-terabyte data sets in scale-up and scale-out environments
Strive for state-of-the art, highly accurate and scalable data science models
Understand business processes which create and consume data to be able to select best approaches, evaluate their performance and assess business relevance
Create excellence both in terms of results quality and system scalability through continuous evaluation, analysis, and refinement of the system implementation
Communicate the relevance of implemented systems and achieved results in a visual and consistent way
Work closely with the team, customers, and partners to holistically understand business and user requirements and derive adequate application development concepts
Performing quality assurance tasks
Solve complex regression issues
Ability to work in global teams with different time zones
Immerse yourself quickly into new topics, terminology, and development tasks
Educational and experience requirements
Required
Undergraduate or Post-Graduate specialization in Artificial Intelligence or Ph.D. degree in Computer Science, Mathematics, Statistics, or equivalent fields
0 to 3 years of working experience as data scientist, preferrable with an enterprise software or cloud application companies
Publication track record on deep learning, machine learning, large language, and foundational models
Proficient knowledge and track record of applying modern deep learning concepts
Track record of developing novel learning algorithms or systems
Experience with machine and deep learning software packages & libraries such as Caffe, Torch, Theano, TensorFlow, Keras, Scikit-learn, DeepLearning4j, GPT;
Hands-on with programming languages such as Python, C++, Java, Scala
Familiar with Agile/Scrum methodologies
Strong desire to overcome obstacles and make your work benefit SAP's customers
Excellent written and communication skills in English language
Optional
Operational knowledge of Linux distributions such as Redhat, Ubuntu, SUSE
Data Science experience in Large Language Models, Generative Pre-trained Transformer models, foundational models etc.
Job Segment: Data Science, AI Developer, Machine Learning, Artificial Intelligence",6000-9000 Monthly
AVENSYS CONSULTING PTE. LTD.,,Regional Sales Manager: Cyber Security & ERP / AI Solutions,East,Full Time,Manager,Information Technology,8000,10000,Monthly,6,22 Mar 2024,"VERTEX, 33 UBI AVENUE 3 408868",10.0,21 Apr 2024,"Roles & Responsibilities
Job Description
Avensys is a reputed global IT professional services company headquartered in Singapore. Our service spectrum includes enterprise solution consulting, business intelligence, business process automation and managed services. Given our decade of success, we have evolved to become one of the top trusted providers in Singapore and service a client base across banking and financial services, insurance, information technology, healthcare, retail and supply chain.
We are currently looking for Regional Sales Manager: Cyber Security (primary) & ERP/AI Solutions who has proven track record in IT Industry. This is an exciting opportunity to expand your skill set, achieve job satisfaction and work-life balance. More details as below.
Regional Sales Manager: Cyber Security (primary) & ERP/AI Solutions
Job Description:
An experienced Regional Sales Manager with a proven track record in Cyber Security Solution Sales and Account Management with exposure to selling other ERP or AI solutions.
Roles And Responsibilities
1. Responsible for Cyber Security Products and Solution Sales and Account Management (primary)
2. Experience in Cyber Security Sales to address client needs with appropriate Cyber Security products and services.
3. Experience in selling ERP / AI solutions
4. Experience in identifying, qualifying and closing new accounts; Renew and expand business with existing customers
5. Work closely with our inside sales, pre sales and delivery teams to create and manage a strong pipeline of new businesses in both existing customers and new prospects
6. Understand and articulate the value of Cyber Solutions and other solutions under Avensys to Managers, Directors and CISOs, CXOs capitalizing on the business objectives of each
7. Establish and maintain strong customer relationships with our existing client base and our Software Partners
8. Qualify and forecast deals accurately and meet sales targets consistently
9. Grow and maintain a deep and wide set of contacts across all lines of business and industry
Requirements
1. A minimum of 10 years of successful sales experience selling enterprise software & service solutions to high-level executives with last few years in Cyber Security area
1. Minimum 3 years experience in selling Cyber Security products & solutions; Ability to learn new products from sales view
2. Demonstrated ability to consistently exceed individual quarterly and annual sales targets
3. Excellent written communication and presentation skills; Ability to prepare proposals, tender submissions and quotes
4. Process-oriented sales approach, including strong lead generation experience, conduct workshops, forecasting, negotiation and analytic skills
WHAT’S ON OFFER
You will be remunerated with an excellent base salary and entitled to attractive company benefits. Additionally, you will get the opportunity to enjoy a fun and collaborative work environment, alongside a strong career progression.
To submit your application, please apply online or email your UPDATED CV in Microsoft Word format to seema@aven-sys.com Your interest will be treated with strict confidentiality.
CONSULTANT DETAILS:
Consultant Name : Seema Verma
Avensys Consulting Pte Ltd
EA Licence 12C5759
Privacy Statement:
We take your personal data protection seriously and adhere to both EU and local data protction regulations.
Upon submission of your CV, you grant Avensys Consulting permission to retain your personal information in our electronic database, unless you specify otherwise. This data will be used to evaluate your suitability for current and potential job openings within our organization. Should you wish to have your personal data removed at any point, a simple notification to us will suffice.
Rest assured, we will not disclose your personal information to any third parties, and we remain steadfast in our commitment to providing equal opportunities to all applicants.",8000-10000 Monthly
NATIONAL UNIVERSITY OF SINGAPORE,,AI Engineer / Senior AI Engineer (Innovation) for AI Singapore,South,Full Time,Professional,Information Technology,4500,7500,Monthly,5,21 Mar 2024,21 LOWER KENT RIDGE ROAD 119077,2.0,04 Apr 2024,"Roles & Responsibilities
Interested applicants are invited to apply directly at the NUS Career Portal.
Your application will be processes only if you apply via NUS Career Portal.

We regret that only shortlisted candidates will be notified.
Job Description
AI Singapore (AISG) is a national AI programme launched by the National Research Foundation (NRF) to anchor deep national capabilities in Artificial Intelligence (AI).

The programme office is hosted by the National University of Singapore (NUS) and brings together all Singapore-based research institutions and the vibrant ecosystem of AI start-ups and companies developing AI products to perform use-inspired research, grow the knowledge, create the tools, and develop the talent to power Singapore's AI efforts.

100 Experiments (100E) is AI Singapore’s flagship programme, set up to help companies solve their real-world business problems by building custom AI solutions consisting of machine learning and deep learning models, and end-to-end pipelines that are ready for deployment.

Our solutions cover computer vision, NLP and general ML, such as object detection for autonomous vehicles, question-answering AI for education chatbots, and fraud detection for insurance.

We are expanding our team to meet the growing demand for AI solutions and talent in the market. Since our inception in 2017, we have established a culture of respect, continuous learning, experimentation and curiosity. We highly encourage our staff to center their work around innovation. You will join a passionate group of people who are inspired by the opportunity to work on AI problems and be part of the team to lead the growth of the sector in Singapore.

Duties & Responsibilities
The AI Engineer (Innovation) plays the role of technical lead on an industry AI project, working with a team of apprentices to build the end-to-end AI solution for a client, while supported by a project manager and AI/MLOps heads.

This role is suitable for engineers who enjoy a mix of technical development, client interaction and being the lead of a small project team.
Assist our presales consultants to scope and define AI projects based on problem statements from clients, while applying design thinking practices.
Lead a group of 3-4 apprentices on the development of the AI solution, applying best practices in the following areas: solution design and planning, data requirements definition, exploratory data analysis, ML model training, experiment tracking, pipeline building, containerisation, deployment testing, code repository management, and technical documentation.
Mentor and coach apprentices who are learning to develop real-world AI solutions. Lead review/planning sessions and stand-ups.
Communicate and consult with client stakeholders throughout the development lifecycle, to ensure their requirements are translated accurately and our technical choices are bought into by them.
Keep abreast of and test emerging ideas in the areas of MLOps, robustness, fairness, explainability and security.
Assist to update technical training materials for AISG’s AI Apprenticeship Program, covering fundamentals in machine learning, deep learning and engineering. Be part of the team conducting the training and mentoring of batches of apprentices in their 8-week deep-skilling program.
Support AI Singapore’s industry and community-building activities by contributing to talks, article writing, and other outreach programmes.
Qualifications
Degree in a quantitative field is preferred.
At least 2 years of hands-on experience developing AI/ML solutions in a corporate or research setting. Solutions that have been deployed into production will be viewed favourably, especially if the candidate assisted in the integration and testing.
Solid understanding of machine learning/deep learning fundamentals. Able to appreciate and explain the mathematical workings of common algorithms for computer vision/NLP/tabular data.
Knowledge of techniques and developments in the area of Generative AI. Experience in building GenAI solutions is a plus.
Hands-on skills in Python-based AI/ML frameworks, specifically PyTorch, TensorFlow and scikit-learn, with a demonstrated ability to adhere to clean coding principles.
Experience working with software development tools such as Git and Docker. Prior exposure to Linux environments and CI/CD processes is an advantage. Familiarity with MLOps toolkits for productivity, tracking and reproducibility is a bonus.
Aptitude for data story-telling, visualisation and technical communications. Able to abstract and convey technical concepts to non-technical audiences well.
Team player with a keen interest in mentoring and collaborative problem-solving.
Self-learner with a strong sense of curiosity and attention to detail.
AI Singapore firmly believes in the ethical and responsible development of AI. Selected candidates are expected to adhere to these values and goals in the course of their work.

Candidates with more experience and higher qualifications will be considered for the position of Senior AI Engineer.",4500-7500 Monthly
DELOITTE CONSULTING PTE. LTD.,,"Senior Manager – Strategy, Growth & Innovation – AI & Data – Japanese Client Services - Singapore",Central,Contract,Professional,Consulting,10000,20000,Monthly,10,21 Mar 2024,"OUE DOWNTOWN, 6 SHENTON WAY 068809",10.0,04 Apr 2024,"Roles & Responsibilities
What impact will you make?
At Deloitte, we offer a unique and exceptional career experience to inspire and empower talents like you to make an impact that matters for our clients, people and society. Whatever your aspirations, Deloitte offers you unrivalled opportunities to realise your full potential. We are always looking for people with the relentless energy to push themselves further, and to find new avenues and unique ways to reach our shared goals.
Work you’ll do
This role sits within the Artificial Intelligence and Data (AI&D) team of Deloitte Consulting Southeast Asia, which encompasses data, analytics and cognitive automation (CA). As a consultant in this group, you will deliver our Intelligent Automation solutions: robotic process automation, intelligent character recognition, chatbots/virtual assistants, and artificial intelligence.
The Artificial Intelligence and Data team leverages the power of data, analytics, robotics, science and cognitive technologies to uncover hidden relationships from vast troves of data, generate insights, and inform decision-making. Together with the Strategy practice, our Strategy, Growth & Innovation portfolio helps clients transform their business by architecting organizational intelligence programs and differentiated strategies to win in their chosen markets.
As a Senior Manager in the AI&D Team, you will:
Focus on the delivery of client work and lead a cross-service line team for major deliverables and projects. In addition, Senior Managers should undertake practice development and business management activities to help grow the AI&D practice as well as aligning to an industry to exploit depth of knowledge and professional experience.
Working as a key business partner to high profile clients, you'll have the chance to develop your expertise from strategy to execution, as well as in delivery and implementation. As a Senior Manager in the AI&D team (BI, Big Data or Analytics), you'll be able to put your own creative ideas into practice as you take ownership of deliverables and resources on transformation projects and hone your commercial skills.
You will be continually encouraged to devise innovative solutions to help our clients maximize the value of their data assets by helping them transform data into insight. You will also assume real ownership of projects and key stakeholders at executive levels as you help them execute their strategy to build an efficient analytics organisation, processes and supporting technology.
Design and develop tailor-made solutions, strengthen our presence in the market, identify revenue-generating opportunities and get involved in proposal writing, pitch presentations, etc.
Build global trusted relationships with key clients.
You must have strong implementation experience in one or more of the following competencies and enabling technologies:
1. Designing & implementing appropriate data structures to support Big Data, Analytical models and traditional BI/DW reporting solutions using relational and non-relation data management technologies such as IBM DB2/Netezza, Microsoft SQL Server/PDW, Oracle Exadata, SAP HANA, Oracle Exalytics, Teradata, Pivotal, Cloudera, Hortonworks, IBM BigInsights, Azure, AWS and Google Cloud Platform.
2. Designing and developing data integration (including batch/real-time, ETL/ELT) processes with a variety of structured and unstructured data with tools such as Informatica, Talend or AWS Glue, Azure Data Factory and/or Google Cloud Data Fusion.
3. Partnering with business users to co-design impactful visual, interactive dashboards and reports with technologies such as QlikView, Tableau, Spotfire, PowerBI or AWS QuickSight and/or Google Looker.
4. Applying analytical models to predict business outcomes with tools such as DataRobot or TensorFlow, Keras or pyTorch.
5. Application of core complementary information management disciplines including Data Governance, Data Quality, MDM and Metadata management.
Your role as a leader
At Deloitte, we believe in the importance of empowering our people to be leaders at all levels. We expect our people to embrace and live our purpose and shared values, challenging themselves every day to identify issues that are most important to our clients, our people, and the communities, and to make an impact that matters. In addition to living our purpose, Senior Managers across our Firm are expected to:
· Engagement Management: Manage a team or a component of the project; develop work plans for components of the engagement; determine the client needs by selecting and applying appropriate approaches, tools, and techniques to assess the client's business.
· Client Management: Manage day to day interactions with client teams and staff; communicate clearly and consistently on components objectives and activities; work closely with the client to understand engagement change implications and facilitate implementation.
· Business Development: Participate in aspects of the proposal development cycle; contribute to the development of proposal technical content; participate in the development of sales presentation or market positioning material.
· Practice Development & Eminence: Participate in the development of market-valued intellectual capital; contribute to the development of practical solutions and methodologies; participate in third parties and partners relationship building.
· People Development: Perform role of career coach for junior practitioners.
Requirements:
If you are someone with:
· A good honors Degree, preferably in Computer Science, Software Engineering, Statistics, Economics or related disciplines.
· Advanced Japanese language proficiency is required as the role will require liaising with Japanese clients.
· Extensive experience in Big 4 or MNC Consulting firm or industry related role.
· Minimum 10+ years of relevant experience.
· Strong experience directly interfacing with senior business and IT stakeholders for clients.
· Strong commitment to professional client service excellence
· Ability to work independently and manage components of large engagements.
· Strong problem solving and troubleshooting skills with the ability to exercise mature judgment.
· Drive, tenacity, client focused and results oriented.
· Excellent interpersonal relations and demonstrated ability to work with others effectively in teams.
· Superior verbal and written communication skills including a proven track record in developing and conducting interviews, focus groups and presentations.
· Ability to develop and present new ideas and conceptualize new approaches and solutions.
· Strong business acumen with solid analytic skills and conceptual thinking
· Ability to work in a fast paced and demanding environment.
· In addition to strong client service orientation, we are also seeking talented leaders who have the capability to deliver quality solutions with superior analytical and problem-solving skills. Besides excellent interpersonal and communication skills, candidates should have proven demonstration of sound business acumen, teamwork, and leadership qualities. An appreciation of the consulting lifestyle and ability to travel is a pre-requisite.
Next Steps
So, what are you waiting for? Join the winning team now.
Position may be based in Singapore, but project location could be anywhere in the Asia-Pacific Region.
Due to volume of applications, we regret only shortlisted candidates will be notified.",10000-20000 Monthly
NANYANG TECHNOLOGICAL UNIVERSITY,,Postdoctoral Fellow (The Eric and Wendy Schmidt AI in Science Postdoctoral Fellowship),West,Contract,Professional,Sciences / Laboratory / R&D,6000,12000,Monthly,2,21 Mar 2024,"NANYANG TECHNOLOGICAL UNIVERSITY, 50 NANYANG AVENUE 639798",1.0,04 Apr 2024,"Roles & Responsibilities
The Eric and Wendy Schmidt AI in Science Postdoctoral Fellowship, an initiative funded by Schmidt Futures aims to accelerate the next scientific revolution by applying AI to research in science, technology, engineering, and mathematics (STEM). This Fellowship provides an opportunity for early career researchers from Singapore and around the world to pursue an independent research path. This programme will provide access to AI tools and training to the Fellows to develop and use AI in innovative methods to make the world better.
This work will be conducted at the School of Physical and Mathematical Sciences, Nanyang Technological University.
Key Responsibilities:
Carry out investigations in critical fields of quantum machine learning, quantum information and quantum computation.
Discuss work with colleagues and give presentations about the work, prepare papers and submit papers about the work, and advise other colleagues and juniors about AI in science.
Conduct theoretical analysis on the fields, which includes reading scientific articles, developing computer programs, and composing scientific papers.
Job Requirements:
PhD degree in theoretical quantum information, quantum computation, quantum machine learning or related field.
Experience in utilizing machine learning techniques for research in quantum information and quantum computing.
Proficiency in programming, for example, with Python, PyTorch, Qiskit, or similar software.
English writing abilities for composing scientific papers, proposals, and reports.
Effective communication skills for presenting scientific findings and fostering collaborations with international experts.
We regret to inform that only shortlisted candidates will be notified.",6000-12000 Monthly
EXPEDERA R&D PTE. LTD.,,AI ASIC Engineer IC Design Entry-Level,Islandwide,Full Time,Fresh/Entry Level,Engineering,4000,6000,Monthly,7,20 Mar 2024,,,19 Apr 2024,"Roles & Responsibilities
RESPONSIBILITIES INCLUDE, BUT ARE NOT LIMITED TO:
• Develop microarchitecture and RTL design and verification for Expedera AI accelerators
• Explore microarchitecture and architecture for design space optimization (power/performance/area)
• Collaborate with HW/SW architects in HW specification process, HW/SW co-design
• Execute with DevOps for quality assurance
REQUIRED QUALIFICATIONS AND EXPERIENCE:
• Bachelor's degree or equivalent in a relevant field such as electrical engineering, computer science. Graduating Masters are welcome.
• Familiarity with SystemVerilog, UVM, VCS, Python, Linux
• Debugging (GDB etc)
PREFERRED QUALIFICATIONS AND EXPERIENCE:
• GPUs, AI accelerators/NPUs, FPGAs
• C++
• Git, Jenkins, Continuous Integration/Continuous Delivery, JIRA
• Machine Learning/Deep Learning",4000-6000 Monthly
GOOGLE ASIA PACIFIC PTE. LTD.,,"Technical Specialist, AI Infrastructure and Machine Learning Operations - Singapore",South,Full Time,Professional,Information Technology,15000,30000,Monthly,18,20 Mar 2024,"Google Singapore, 70 Pasir Panjang Rd 117371",5.0,03 Apr 2024,"Roles & Responsibilities
PRODUCT AREA
Google Cloud accelerates organizations’ ability to digitally transform their business with the best infrastructure, platform, industry solutions and expertise. We deliver enterprise-grade solutions that leverage Google’s cutting-edge technology – all on the cleanest cloud in the industry. Customers in more than 200 countries and territories turn to Google Cloud as their trusted partner to enable growth and solve their most critical business problems.
JOB DESCRIPTION
The Google Cloud Platform team helps customers transform and build what's next for their business — all with technology built in the cloud. Our products are engineered for security, reliability and scalability, running the full stack from infrastructure to applications to devices and hardware. Our teams are dedicated to helping our customers — developers, small and large businesses, educational institutions and government agencies — see the benefits of our technology come to life. As part of an entrepreneurial team in this rapidly growing business, you will play a key role in understanding the needs of our customers and help shape the future of businesses of all sizes use technology to connect with customers, employees and partners.
ADDITIONAL JOB DESCRIPTION
In this role, you will guide customers with platform architecture, migration strategy and analyze cost/performance benchmarks to help them train and serve ML models at scale. You will work closely with cross-functional AI teams, Product and Engineering, Infrastructure and Kubernetes specialists to remove roadblocks and shape the future solutions for customers.

Qualifications
JOB RESPONSIBILITIES
Be a trusted advisor to customers, helping them understand and incorporate AI accelerators into their overall cloud strategy by recommending migration paths, integration strategies, and application architecture that incorporate Google Cloud AI optimized infrastructure.
Demonstrate how Google Cloud is differentiated, highlighting the power of accelerators by working with customers on proof-of-concepts, demonstrating features, optimizing model performance, profiling, and bench-marking.
Build repeatable assets to enable other customers and internal teams.
Influence Google Cloud strategy at the intersection of infrastructure and AI/ML by advocating for enterprise customer requirements.
Travel to customer sites and events as needed.
MINIMUM QUALIFICATIONS
Bachelor's degree in Computer Science, Mathematics, a related technical field, or equivalent practical experience.
5 years of experience with cloud infrastructure.
Experience building and operationalizing machine learning models.
PREFERRED QUALIFICATIONS
Experience training and fine-tuning large models (i.e., image, language, segmentation, recommendation, genomics) with accelerators.
Experience with performance profiling tools (i.e., Tensorflow profiler, PyTorch profiler, Tensorboard).
Experience designing/architecting large-scale infrastructure farms for specialist AI use cases.
Experience with running MLPerf benchmarks, distributed training and optimizing performance versus costs.
Familiarity with libraries and frameworks such as HuggingFace Transformers, CUDA, Pytorch, Pytorch/XLA etc.
Ability to engage with C-level or executive business leaders and influence decisions.",15000-30000 Monthly
SNOWFLAKE COMPUTING SINGAPORE PTE. LTD.,Recommended based on your skills & job applications,Solutions Architect - AI / ML,Central,Permanent,Professional,Information Technology10 Years Exp,12000,24000,Monthly,22,18 Mar 2024,"SGX CENTRE II, 4 SHENTON WAY 068807",10.0,17 Apr 2024,"Roles & Responsibilities
SUMMARY
We are looking for people who have a strong background in data science and cloud architecture to join our AI/ML Workload Services team to create exciting new offerings and capabilities for our customers! This team within the Professional Services group will be working with customers using Snowflake to expand their use of the Data Cloud to bring data science pipelines from ideation to deployment, and beyond using Snowflake's features and its extensive partner ecosystem. The role will be highly technical and hands-on, where you will be designing solutions based on requirements and coordinating with customer teams, and where needed Systems Integrators.
AS A SOLUTIONS ARCHITECT - AI/ML AT SNOWFLAKE, YOU WILL:
Be a technical expert on all aspects of Snowflake in relation to the AI/ML workload.
Build, deploy and ML pipelines using Snowflake features and/or Snowflake ecosystem partner tools based on customer requirements.
Work hands-on where needed using SQL, Python, Java and/or Scala to build POCs that demonstrate implementation techniques and best practices on Snowflake technology within the Data Science workload.
Follow best practices, including ensuring knowledge transfer so that customers are properly enabled and are able to extend the capabilities of Snowflake on their own
Maintain deep understanding of competitive and complementary technologies and vendors within the AI/ML space, and how to position Snowflake in relation to them
Work with System Integrator consultants at a deep technical level to successfully position and deploy Snowflake in customer environments
Provide guidance on how to resolve customer-specific technical challenges.
Support other members of the Professional Services team develop their expertise.
Collaborate with Product Management, Engineering, and Marketing to continuously improve Snowflake’s products and marketing.
OUR IDEAL SOLUTION ARCHITECT - AI/ML WILL HAVE:
Minimum 8 years experience working with customers in a pre-sales or post-sales technical role.
Outstanding skills presenting to both technical and executive audiences, whether impromptu on a whiteboard or using presentations and demos
Thorough understanding of the complete Data Science life-cycle including feature engineering, model development, model deployment and model management.
Strong understanding of MLOps, coupled with technologies and methodologies for deploying and monitoring models.
Experience and understanding of at least one public cloud platform (AWS, Azure or GCP)
Experience with at least one Data Science tool such as AWS Sagemaker, AzureML, Dataiku, Datarobot, H2O, and Jupyter Notebooks,
Hands-on scripting experience with SQL and at least one of the following; Python, Java or Scala.
Experience with libraries such as Pandas, PyTorch, TensorFlow, SciKit-Learn or similar.
University degree in computer science, engineering, mathematics or related fields, or equivalent experience
BONUS POINTS FOR HAVING:
Experience with Databricks/Apache Spark
Experience implementing data pipelines using ETL tools
Experience working in a Data Science role
Proven success at enterprise software
Vertical expertise in a core vertical such as FSI, Retail, Manufacturing etc.",12000-24000 Monthly
